country,sector,year,project_count,project_value_eur_millions
Czech Republic,Telcos,1996,0,0.0
Czech Republic,Telcos,1997,0,0.0
Czech Republic,Telcos,1998,0,0.0
Czech Republic,Telcos,1999,0,0.0
Czech Republic,Telcos,2000,0,0.0
Czech Republic,Telcos,2001,0,0.0
Czech Republic,Telcos,2002,0,0.0
Czech Republic,Telcos,2003,0,0.0
Czech Republic,Telcos,2004,0,0.0
Czech Republic,Telcos,2005,0,0.0
Czech Republic,Telcos,2006,0,0.0
Czech Republic,Telcos,2007,0,0.0
Czech Republic,Telcos,2008,0,0.0
Czech Republic,Telcos,2009,0,0.0
Czech Republic,Telcos,2010,0,0.0
Czech Republic,Telcos,2011,0,0.0
Czech Republic,Telcos,2012,0,0.0
Czech Republic,Telcos,2013,0,0.0
Czech Republic,Telcos,2014,0,0.0
Czech Republic,Telcos,2015,0,0.0
Czech Republic,Telcos,2016,0,0.0
Czech Republic,Telcos,2017,0,0.0
Czech Republic,Telcos,2018,0,0.0
Czech Republic,Telcos,2019,0,0.0
Czech Republic,Telcos,2020,0,0.0
Czech Republic,Telcos,2021,0,0.0
Czech Republic,Transport,1990,0,0.0
Czech Republic,Transport,1991,0,0.0
Czech Republic,Transport,1992,0,0.0
Czech Republic,Transport,1993,0,0.0
Czech Republic,Transport,1994,0,0.0
Czech Republic,Transport,1995,1,699.0
Czech Republic,Transport,1996,0,0.0
Czech Republic,Transport,1997,0,0.0
Czech Republic,Transport,1998,0,0.0
Czech Republic,Transport,1999,0,0.0
Czech Republic,Transport,2000,0,0.0
Czech Republic,Transport,2001,0,0.0
Czech Republic,Transport,2002,0,0.0
Czech Republic,Transport,2003,0,0.0
Czech Republic,Transport,2004,0,0.0
Czech Republic,Transport,2005,0,0.0
Czech Republic,Transport,2006,0,0.0
Czech Republic,Transport,2007,0,0.0
Czech Republic,Transport,2008,0,0.0
Czech Republic,Transport,2009,0,0.0
Czech Republic,Transport,2010,1,12.0
Czech Republic,Transport,2011,0,0.0
Czech Republic,Transport,2012,1,63.0
Czech Republic,Transport,2013,0,0.0
Czech Republic,Transport,2014,0,0.0
Czech Republic,Transport,2015,0,0.0
Czech Republic,Transport,2016,0,0.0
Czech Republic,Transport,2017,0,0.0
Czech Republic,Transport,2018,0,0.0
Czech Republic,Transport,2019,0,0.0
Czech Republic,Transport,2020,0,0.0
Czech Republic,Transport,2021,0,0.0
Denmark,Defence,1990,0,0.0
Denmark,Defence,1991,0,0.0
Denmark,Defence,1992,0,0.0
Denmark,Defence,1993,0,0.0
Denmark,Defence,1994,0,0.0
Denmark,Defence,1995,0,0.0
Denmark,Defence,1996,0,0.0
Denmark,Defence,1997,0,0.0
Denmark,Defence,1998,0,0.0
Denmark,Defence,1999,0,0.0
Denmark,Defence,2000,0,0.0
Denmark,Defence,2001,0,0.0
Denmark,Defence,2002,0,0.0
Denmark,Defence,2003,0,0.0
Denmark,Defence,2004,0,0.0
Denmark,Defence,2005,0,0.0
Denmark,Defence,2006,0,0.0
Denmark,Defence,2007,0,0.0
Denmark,Defence,2008,0,0.0
Denmark,Defence,2009,0,0.0
Denmark,Defence,2010,0,0.0
Denmark,Defence,2011,0,0.0
Denmark,Defence,2012,0,0.0
Denmark,Defence,2013,0,0.0
Denmark,Defence,2014,0,0.0
Denmark,Defence,2015,0,0.0
Denmark,Defence,2016,0,0.0
Denmark,Defence,2017,0,0.0
Denmark,Defence,2018,0,0.0
Denmark,Defence,2019,0,0.0
Denmark,Defence,2020,0,0.0
Denmark,Defence,2021,0,0.0
Denmark,Education,1990,0,0.0
Denmark,Education,1991,0,0.0
Denmark,Education,1992,0,0.0
Denmark,Education,1993,0,0.0
Denmark,Education,1994,0,0.0
Denmark,Education,1995,0,0.0
Denmark,Education,1996,0,0.0
Denmark,Education,1997,0,0.0
Denmark,Education,1998,0,0.0
Denmark,Education,1999,0,0.0
Denmark,Education,2000,0,0.0
Denmark,Education,2001,0,0.0
Denmark,Education,2002,0,0.0
Denmark,Education,2003,0,0.0
Denmark,Education,2004,0,0.0
Denmark,Education,2005,0,0.0
Denmark,Education,2006,0,0.0
Denmark,Education,2007,0,0.0
Denmark,Education,2008,0,0.0
Denmark,Education,2009,0,0.0
Denmark,Education,2010,0,0.0
Denmark,Education,2011,1,27.0
Denmark,Education,2012,0,0.0
Denmark,Education,2013,0,0.0
Denmark,Education,2014,0,0.0
Denmark,Education,2015,0,0.0
Denmark,Education,2016,0,0.0
Denmark,Education,2017,0,0.0
Denmark,Education,2018,0,0.0
Denmark,Education,2019,0,0.0
Denmark,Education,2020,0,0.0
Denmark,Education,2021,0,0.0
Denmark,Environment,1990,0,0.0
Denmark,Environment,1991,0,0.0
Denmark,Environment,1992,0,0.0
Denmark,Environment,1993,0,0.0
Denmark,Environment,1994,0,0.0
Denmark,Environment,1995,0,0.0
Denmark,Environment,1996,0,0.0
Denmark,Environment,1997,0,0.0
Denmark,Environment,1998,0,0.0
Denmark,Environment,1999,0,0.0
Denmark,Environment,2000,0,0.0
Denmark,Environment,2001,0,0.0
Denmark,Environment,2002,0,0.0
Denmark,Environment,2003,0,0.0
Denmark,Environment,2004,0,0.0
Denmark,Environment,2005,0,0.0
Denmark,Environment,2006,0,0.0
Denmark,Environment,2007,0,0.0
Denmark,Environment,2008,0,0.0
Denmark,Environment,2009,0,0.0
Denmark,Environment,2010,0,0.0
Denmark,Environment,2011,0,0.0
Denmark,Environment,2012,0,0.0
Denmark,Environment,2013,0,0.0
Denmark,Environment,2014,0,0.0
Denmark,Environment,2015,0,0.0
Denmark,Environment,2016,0,0.0
Denmark,Environment,2017,0,0.0
Denmark,Environment,2018,0,0.0
Denmark,Environment,2019,0,0.0
Denmark,Environment,2020,0,0.0
Denmark,Environment,2021,0,0.0
Denmark,General Public Services,1990,0,0.0
Denmark,General Public Services,1991,0,0.0
Denmark,General Public Services,1992,0,0.0
Denmark,General Public Services,1993,0,0.0
Denmark,General Public Services,1994,0,0.0
Denmark,General Public Services,1995,0,0.0
Denmark,General Public Services,1996,0,0.0
Denmark,General Public Services,1997,0,0.0
Denmark,General Public Services,1998,0,0.0
Denmark,General Public Services,1999,0,0.0
Denmark,General Public Services,2000,0,0.0
Denmark,General Public Services,2001,0,0.0
Denmark,General Public Services,2002,0,0.0
Denmark,General Public Services,2003,0,0.0
Denmark,General Public Services,2004,0,0.0
Denmark,General Public Services,2005,0,0.0
Denmark,General Public Services,2006,0,0.0
Denmark,General Public Services,2007,1,9.0
Denmark,General Public Services,2008,0,0.0
Denmark,General Public Services,2009,0,0.0
Denmark,General Public Services,2010,0,0.0
Denmark,General Public Services,2011,0,0.0
Denmark,General Public Services,2012,0,0.0
Denmark,General Public Services,2013,0,0.0
Denmark,General Public Services,2014,2,277.0
Denmark,General Public Services,2015,1,91.0
Denmark,General Public Services,2016,0,0.0
Denmark,General Public Services,2017,0,0.0
Denmark,General Public Services,2018,0,0.0
Denmark,General Public Services,2019,0,0.0
Denmark,General Public Services,2020,0,0.0
Denmark,General Public Services,2021,0,0.0
Denmark,Healthcare,1990,0,0.0
Denmark,Healthcare,1991,0,0.0
Denmark,Healthcare,1992,0,0.0
Denmark,Healthcare,1993,0,0.0
Denmark,Healthcare,1994,0,0.0
Denmark,Healthcare,1995,0,0.0
Denmark,Healthcare,1996,0,0.0
Denmark,Healthcare,1997,0,0.0
Denmark,Healthcare,1998,0,0.0
Denmark,Healthcare,1999,0,0.0
Denmark,Healthcare,2000,0,0.0
Denmark,Healthcare,2001,0,0.0
Denmark,Healthcare,2002,0,0.0
Denmark,Healthcare,2003,0,0.0
Denmark,Healthcare,2004,0,0.0
Denmark,Healthcare,2005,0,0.0
Denmark,Healthcare,2006,0,0.0
Denmark,Healthcare,2007,0,0.0
Denmark,Healthcare,2008,0,0.0
Denmark,Healthcare,2009,0,0.0
Denmark,Healthcare,2010,0,0.0
Denmark,Healthcare,2011,0,0.0
Denmark,Healthcare,2012,0,0.0
Denmark,Healthcare,2013,1,15.0
Denmark,Healthcare,2014,2,299.0
Denmark,Healthcare,2015,1,70.0
Denmark,Healthcare,2016,0,0.0
Denmark,Healthcare,2017,0,0.0
Denmark,Healthcare,2018,0,0.0
Denmark,Healthcare,2019,0,0.0
Denmark,Healthcare,2020,0,0.0
Denmark,Healthcare,2021,0,0.0
Denmark,Housing and Community Services,1990,0,0.0
Denmark,Housing and Community Services,1991,0,0.0
Denmark,Housing and Community Services,1992,0,0.0
Denmark,Housing and Community Services,1993,0,0.0
Denmark,Housing and Community Services,1994,0,0.0
Denmark,Housing and Community Services,1995,0,0.0
Denmark,Housing and Community Services,1996,0,0.0
Denmark,Housing and Community Services,1997,0,0.0
Denmark,Housing and Community Services,1998,0,0.0
Denmark,Housing and Community Services,1999,0,0.0
Denmark,Housing and Community Services,2000,0,0.0
Denmark,Housing and Community Services,2001,0,0.0
Denmark,Housing and Community Services,2002,0,0.0
Denmark,Housing and Community Services,2003,0,0.0
Denmark,Housing and Community Services,2004,0,0.0
Denmark,Housing and Community Services,2005,0,0.0
Denmark,Housing and Community Services,2006,0,0.0
Denmark,Housing and Community Services,2007,0,0.0
Denmark,Housing and Community Services,2008,0,0.0
Denmark,Housing and Community Services,2009,0,0.0
Denmark,Housing and Community Services,2010,0,0.0
Denmark,Housing and Community Services,2011,0,0.0
Denmark,Housing and Community Services,2012,0,0.0
Denmark,Housing and Community Services,2013,0,0.0
Denmark,Housing and Community Services,2014,0,0.0
Denmark,Housing and Community Services,2015,0,0.0
Denmark,Housing and Community Services,2016,0,0.0
Denmark,Housing and Community Services,2017,0,0.0
Denmark,Housing and Community Services,2018,0,0.0
Denmark,Housing and Community Services,2019,0,0.0
Denmark,Housing and Community Services,2020,0,0.0
Denmark,Housing and Community Services,2021,0,0.0
Denmark,Public Order and Safety,1990,0,0.0
Denmark,Public Order and Safety,1991,0,0.0
Denmark,Public Order and Safety,1992,0,0.0
Denmark,Public Order and Safety,1993,0,0.0
Denmark,Public Order and Safety,1994,0,0.0
Denmark,Public Order and Safety,1995,0,0.0
Denmark,Public Order and Safety,1996,0,0.0
Denmark,Public Order and Safety,1997,0,0.0
Denmark,Public Order and Safety,1998,0,0.0
Denmark,Public Order and Safety,1999,0,0.0
Denmark,Public Order and Safety,2000,0,0.0
Denmark,Public Order and Safety,2001,0,0.0
Denmark,Public Order and Safety,2002,0,0.0
Denmark,Public Order and Safety,2003,0,0.0
Denmark,Public Order and Safety,2004,0,0.0
Denmark,Public Order and Safety,2005,0,0.0
Denmark,Public Order and Safety,2006,0,0.0
Denmark,Public Order and Safety,2007,0,0.0
Denmark,Public Order and Safety,2008,0,0.0
Denmark,Public Order and Safety,2009,0,0.0
Denmark,Public Order and Safety,2010,0,0.0
Denmark,Public Order and Safety,2011,2,49.0
Denmark,Public Order and Safety,2012,0,0.0
Denmark,Public Order and Safety,2013,0,0.0
Denmark,Public Order and Safety,2014,2,88.0
Denmark,Public Order and Safety,2015,0,0.0
Denmark,Public Order and Safety,2016,0,0.0
Denmark,Public Order and Safety,2017,0,0.0
Denmark,Public Order and Safety,2018,0,0.0
Denmark,Public Order and Safety,2019,0,0.0
Denmark,Public Order and Safety,2020,0,0.0
Denmark,Public Order and Safety,2021,0,0.0
Denmark,RDI,1990,0,0.0
Denmark,RDI,1991,0,0.0
Denmark,RDI,1992,0,0.0
Denmark,RDI,1993,0,0.0
Denmark,RDI,1994,0,0.0
Denmark,RDI,1995,0,0.0
Denmark,RDI,1996,0,0.0
Denmark,RDI,1997,0,0.0
Denmark,RDI,1998,0,0.0
Denmark,RDI,1999,0,0.0
Denmark,RDI,2000,0,0.0
Denmark,RDI,2001,0,0.0
Denmark,RDI,2002,0,0.0
Denmark,RDI,2003,0,0.0
Denmark,RDI,2004,0,0.0
Denmark,RDI,2005,0,0.0
Denmark,RDI,2006,0,0.0
Denmark,RDI,2007,0,0.0
Denmark,RDI,2008,0,0.0
Denmark,RDI,2009,0,0.0
Denmark,RDI,2010,0,0.0
Denmark,RDI,2011,0,0.0
Denmark,RDI,2012,0,0.0
Denmark,RDI,2013,0,0.0
Denmark,RDI,2014,0,0.0
Denmark,RDI,2015,0,0.0
Denmark,RDI,2016,0,0.0
Denmark,RDI,2017,0,0.0
Denmark,RDI,2018,0,0.0
Denmark,RDI,2019,0,0.0
Denmark,RDI,2020,0,0.0
Denmark,RDI,2021,0,0.0
Denmark,Recreation and Culture,1990,0,0.0
Denmark,Recreation and Culture,1991,0,0.0
Denmark,Recreation and Culture,1992,0,0.0
Denmark,Recreation and Culture,1993,0,0.0
Denmark,Recreation and Culture,1994,0,0.0
Denmark,Recreation and Culture,1995,0,0.0
Denmark,Recreation and Culture,1996,0,0.0
Denmark,Recreation and Culture,1997,0,0.0
Denmark,Recreation and Culture,1998,0,0.0
Denmark,Recreation and Culture,1999,0,0.0
Denmark,Recreation and Culture,2000,0,0.0
Denmark,Recreation and Culture,2001,0,0.0
Denmark,Recreation and Culture,2002,0,0.0
Denmark,Recreation and Culture,2003,0,0.0
Denmark,Recreation and Culture,2004,0,0.0
Denmark,Recreation and Culture,2005,0,0.0
Denmark,Recreation and Culture,2006,0,0.0
Denmark,Recreation and Culture,2007,1,86.0
Denmark,Recreation and Culture,2008,0,0.0
Denmark,Recreation and Culture,2009,0,0.0
Denmark,Recreation and Culture,2010,0,0.0
Denmark,Recreation and Culture,2011,0,0.0
Denmark,Recreation and Culture,2012,0,0.0
Denmark,Recreation and Culture,2013,0,0.0
Denmark,Recreation and Culture,2014,0,0.0
Denmark,Recreation and Culture,2015,0,0.0
Denmark,Recreation and Culture,2016,0,0.0
Denmark,Recreation and Culture,2017,0,0.0
Denmark,Recreation and Culture,2018,0,0.0
Denmark,Recreation and Culture,2019,0,0.0
Denmark,Recreation and Culture,2020,0,0.0
Denmark,Recreation and Culture,2021,0,0.0
Denmark,Telcos,1990,0,0.0
Denmark,Telcos,1991,0,0.0
Denmark,Telcos,1992,0,0.0
Denmark,Telcos,1993,0,0.0
Denmark,Telcos,1994,0,0.0
Denmark,Telcos,1995,0,0.0
Denmark,Telcos,1996,0,0.0
Denmark,Telcos,1997,0,0.0
Denmark,Telcos,1998,0,0.0
Denmark,Telcos,1999,0,0.0
Denmark,Telcos,2000,0,0.0
Denmark,Telcos,2001,0,0.0
Denmark,Telcos,2002,0,0.0
Denmark,Telcos,2003,0,0.0
Denmark,Telcos,2004,0,0.0
Denmark,Telcos,2005,0,0.0
Denmark,Telcos,2006,0,0.0
Denmark,Telcos,2007,0,0.0
Denmark,Telcos,2008,0,0.0
Denmark,Telcos,2009,0,0.0
Denmark,Telcos,2010,0,0.0
Denmark,Telcos,2011,0,0.0
Denmark,Telcos,2012,0,0.0
Denmark,Telcos,2013,0,0.0
Denmark,Telcos,2014,0,0.0
Denmark,Telcos,2015,0,0.0
Denmark,Telcos,2016,0,0.0
Denmark,Telcos,2017,0,0.0
Denmark,Telcos,2018,0,0.0
Denmark,Telcos,2019,0,0.0
Denmark,Telcos,2020,0,0.0
Denmark,Telcos,2021,0,0.0
Denmark,Transport,1990,0,0.0
Denmark,Transport,1991,0,0.0
Denmark,Transport,1992,0,0.0
Denmark,Transport,1993,0,0.0
Denmark,Transport,1994,0,0.0
Denmark,Transport,1995,0,0.0
Denmark,Transport,1996,0,0.0
Denmark,Transport,1997,0,0.0
Denmark,Transport,1998,0,0.0
Denmark,Transport,1999,0,0.0
Denmark,Transport,2000,0,0.0
Denmark,Transport,2001,0,0.0
Denmark,Transport,2002,0,0.0
Denmark,Transport,2003,0,0.0
Denmark,Transport,2004,0,0.0
Denmark,Transport,2005,0,0.0
Denmark,Transport,2006,0,0.0
Denmark,Transport,2007,0,0.0
Denmark,Transport,2008,0,0.0
Denmark,Transport,2009,0,0.0
Denmark,Transport,2010,1,161.0
Denmark,Transport,2011,0,0.0
Denmark,Transport,2012,0,0.0
Denmark,Transport,2013,0,0.0
Denmark,Transport,2014,0,0.0
Denmark,Transport,2015,0,0.0
Denmark,Transport,2016,0,0.0
Denmark,Transport,2017,0,0.0
Denmark,Transport,2018,0,0.0
Denmark,Transport,2019,0,0.0
Denmark,Transport,2020,0,0.0
Denmark,Transport,2021,0,0.0
Finland,Defence,1990,0,0.0
Finland,Defence,1991,0,0.0
Finland,Defence,1992,0,0.0
Finland,Defence,1993,0,0.0
Finland,Defence,1994,0,0.0
Finland,Defence,1995,0,0.0
Finland,Defence,1996,0,0.0
Finland,Defence,1997,0,0.0
Finland,Defence,1998,0,0.0
Finland,Defence,1999,0,0.0
Finland,Defence,2000,0,0.0
Finland,Defence,2001,0,0.0
Finland,Defence,2002,0,0.0
Finland,Defence,2003,0,0.0
Finland,Defence,2004,0,0.0
Finland,Defence,2005,0,0.0
Finland,Defence,2006,0,0.0
Finland,Defence,2007,0,0.0
Finland,Defence,2008,0,0.0
Finland,Defence,2009,0,0.0
Finland,Defence,2010,0,0.0
Finland,Defence,2011,0,0.0
Finland,Defence,2012,0,0.0
Finland,Defence,2013,0,0.0
Finland,Defence,2014,0,0.0
Finland,Defence,2015,0,0.0
Finland,Defence,2016,0,0.0
Finland,Defence,2017,0,0.0
Finland,Defence,2018,0,0.0
Finland,Defence,2019,0,0.0
Finland,Defence,2020,0,0.0
Finland,Defence,2021,0,0.0
Finland,Education,1990,0,0.0
Finland,Education,1991,0,0.0
Finland,Education,1992,0,0.0
Finland,Education,1993,0,0.0
Finland,Education,1994,0,0.0
Finland,Education,1995,0,0.0
Finland,Education,1996,0,0.0
Finland,Education,1997,0,0.0
Finland,Education,1998,0,0.0
Finland,Education,1999,0,0.0
Finland,Education,2000,0,0.0
Finland,Education,2001,0,0.0
Finland,Education,2002,0,0.0
Finland,Education,2003,0,0.0
Finland,Education,2004,0,0.0
Finland,Education,2005,0,0.0
Finland,Education,2006,0,0.0
Finland,Education,2007,0,0.0
Finland,Education,2008,0,0.0
Finland,Education,2009,0,0.0
Finland,Education,2010,0,0.0
Finland,Education,2011,0,0.0
Finland,Education,2012,0,0.0
Finland,Education,2013,0,0.0
Finland,Education,2014,0,0.0
Finland,Education,2015,0,0.0
Finland,Education,2016,0,0.0
Finland,Education,2017,0,0.0
Finland,Education,2018,0,0.0
Finland,Education,2019,0,0.0
Finland,Education,2020,1,170.0
Finland,Education,2021,0,0.0
Finland,Environment,1990,0,0.0
Finland,Environment,1991,0,0.0
Finland,Environment,1992,0,0.0
Finland,Environment,1993,0,0.0
Finland,Environment,1994,0,0.0
Finland,Environment,1995,0,0.0
Finland,Environment,1996,0,0.0
Finland,Environment,1997,0,0.0
Finland,Environment,1998,0,0.0
Finland,Environment,1999,0,0.0
Finland,Environment,2000,0,0.0
Finland,Environment,2001,0,0.0
Finland,Environment,2002,0,0.0
Finland,Environment,2003,0,0.0
Finland,Environment,2004,0,0.0
Finland,Environment,2005,0,0.0
Finland,Environment,2006,0,0.0
Finland,Environment,2007,0,0.0
Finland,Environment,2008,0,0.0
Finland,Environment,2009,0,0.0
Finland,Environment,2010,0,0.0
Finland,Environment,2011,0,0.0
Finland,Environment,2012,0,0.0
Finland,Environment,2013,0,0.0
Finland,Environment,2014,0,0.0
Finland,Environment,2015,0,0.0
Finland,Environment,2016,0,0.0
Finland,Environment,2017,0,0.0
Finland,Environment,2018,0,0.0
Finland,Environment,2019,0,0.0
Finland,Environment,2020,0,0.0
Finland,Environment,2021,0,0.0
Finland,General Public Services,1990,0,0.0
Finland,General Public Services,1991,0,0.0
Finland,General Public Services,1992,0,0.0
Finland,General Public Services,1993,0,0.0
Finland,General Public Services,1994,0,0.0
Finland,General Public Services,1995,0,0.0
Finland,General Public Services,1996,0,0.0
Finland,General Public Services,1997,0,0.0
Finland,General Public Services,1998,0,0.0
Finland,General Public Services,1999,0,0.0
Finland,General Public Services,2000,0,0.0
Finland,General Public Services,2001,0,0.0
Finland,General Public Services,2002,0,0.0
Finland,General Public Services,2003,0,0.0
Finland,General Public Services,2004,0,0.0
Finland,General Public Services,2005,0,0.0
Finland,General Public Services,2006,0,0.0
Finland,General Public Services,2007,0,0.0
Finland,General Public Services,2008,0,0.0
Finland,General Public Services,2009,0,0.0
Finland,General Public Services,2010,0,0.0
Finland,General Public Services,2011,0,0.0
Finland,General Public Services,2012,0,0.0
Finland,General Public Services,2013,0,0.0
Finland,General Public Services,2014,0,0.0
Finland,General Public Services,2015,0,0.0
Finland,General Public Services,2016,0,0.0
Finland,General Public Services,2017,0,0.0
Finland,General Public Services,2018,0,0.0
Finland,General Public Services,2019,0,0.0
Finland,General Public Services,2020,0,0.0
Finland,General Public Services,2021,0,0.0
Finland,Healthcare,1990,0,0.0
Finland,Healthcare,1991,0,0.0
Finland,Healthcare,1992,0,0.0
Finland,Healthcare,1993,0,0.0
Finland,Healthcare,1994,0,0.0
Finland,Healthcare,1995,0,0.0
Finland,Healthcare,1996,0,0.0
Finland,Healthcare,1997,0,0.0
Finland,Healthcare,1998,0,0.0
Finland,Healthcare,1999,0,0.0
Finland,Healthcare,2000,0,0.0
Finland,Healthcare,2001,0,0.0
Finland,Healthcare,2002,0,0.0
Finland,Healthcare,2003,0,0.0
Finland,Healthcare,2004,0,0.0
Finland,Healthcare,2005,0,0.0
Finland,Healthcare,2006,0,0.0
Finland,Healthcare,2007,0,0.0
Finland,Healthcare,2008,0,0.0
Finland,Healthcare,2009,0,0.0
Finland,Healthcare,2010,0,0.0
Finland,Healthcare,2011,0,0.0
Finland,Healthcare,2012,0,0.0
Finland,Healthcare,2013,0,0.0
Finland,Healthcare,2014,0,0.0
Finland,Healthcare,2015,0,0.0
Finland,Healthcare,2016,0,0.0
Finland,Healthcare,2017,0,0.0
Finland,Healthcare,2018,0,0.0
Finland,Healthcare,2019,0,0.0
Finland,Healthcare,2020,0,0.0
Finland,Healthcare,2021,0,0.0
Finland,Housing and Community Services,1990,0,0.0
Finland,Housing and Community Services,1991,0,0.0
Finland,Housing and Community Services,1992,0,0.0
Finland,Housing and Community Services,1993,0,0.0
Finland,Housing and Community Services,1994,0,0.0
Finland,Housing and Community Services,1995,0,0.0
Finland,Housing and Community Services,1996,0,0.0
Finland,Housing and Community Services,1997,0,0.0
Finland,Housing and Community Services,1998,0,0.0
Finland,Housing and Community Services,1999,0,0.0
Finland,Housing and Community Services,2000,0,0.0
Finland,Housing and Community Services,2001,0,0.0
Finland,Housing and Community Services,2002,0,0.0
Finland,Housing and Community Services,2003,0,0.0
Finland,Housing and Community Services,2004,0,0.0
Finland,Housing and Community Services,2005,0,0.0
Finland,Housing and Community Services,2006,0,0.0
Finland,Housing and Community Services,2007,0,0.0
Finland,Housing and Community Services,2008,0,0.0
Finland,Housing and Community Services,2009,0,0.0
Finland,Housing and Community Services,2010,0,0.0
Finland,Housing and Community Services,2011,0,0.0
Finland,Housing and Community Services,2012,0,0.0
Finland,Housing and Community Services,2013,0,0.0
Finland,Housing and Community Services,2014,0,0.0
Finland,Housing and Community Services,2015,0,0.0
Finland,Housing and Community Services,2016,0,0.0
Finland,Housing and Community Services,2017,0,0.0
Finland,Housing and Community Services,2018,0,0.0
Finland,Housing and Community Services,2019,0,0.0
Finland,Housing and Community Services,2020,0,0.0
Finland,Housing and Community Services,2021,0,0.0
Finland,Public Order and Safety,1990,0,0.0
Finland,Public Order and Safety,1991,0,0.0
Finland,Public Order and Safety,1992,0,0.0
Finland,Public Order and Safety,1993,0,0.0
Finland,Public Order and Safety,1994,0,0.0
Finland,Public Order and Safety,1995,0,0.0
Finland,Public Order and Safety,1996,0,0.0
Finland,Public Order and Safety,1997,0,0.0
Finland,Public Order and Safety,1998,0,0.0
Finland,Public Order and Safety,1999,0,0.0
Finland,Public Order and Safety,2000,0,0.0
Finland,Public Order and Safety,2001,0,0.0
Finland,Public Order and Safety,2002,0,0.0
Finland,Public Order and Safety,2003,0,0.0
Finland,Public Order and Safety,2004,0,0.0
Finland,Public Order and Safety,2005,0,0.0
Finland,Public Order and Safety,2006,0,0.0
Finland,Public Order and Safety,2007,0,0.0
Finland,Public Order and Safety,2008,0,0.0
Finland,Public Order and Safety,2009,0,0.0
Finland,Public Order and Safety,2010,0,0.0
Finland,Public Order and Safety,2011,0,0.0
Finland,Public Order and Safety,2012,0,0.0
Finland,Public Order and Safety,2013,0,0.0
Finland,Public Order and Safety,2014,0,0.0
Finland,Public Order and Safety,2015,0,0.0
Finland,Public Order and Safety,2016,0,0.0
Finland,Public Order and Safety,2017,0,0.0
Finland,Public Order and Safety,2018,0,0.0
Finland,Public Order and Safety,2019,0,0.0
Finland,Public Order and Safety,2020,0,0.0
Finland,Public Order and Safety,2021,0,0.0
Finland,RDI,1990,0,0.0
Finland,RDI,1991,0,0.0
Finland,RDI,1992,0,0.0
Finland,RDI,1993,0,0.0
Finland,RDI,1994,0,0.0
Finland,RDI,1995,0,0.0
Finland,RDI,1996,0,0.0
Finland,RDI,1997,0,0.0
Finland,RDI,1998,0,0.0
Finland,RDI,1999,0,0.0
Finland,RDI,2000,0,0.0
Finland,RDI,2001,0,0.0
Finland,RDI,2002,0,0.0
Finland,RDI,2003,0,0.0
Finland,RDI,2004,0,0.0
Finland,RDI,2005,0,0.0
Finland,RDI,2006,0,0.0
Finland,RDI,2007,0,0.0
Finland,RDI,2008,0,0.0
Finland,RDI,2009,0,0.0
Finland,RDI,2010,0,0.0
Finland,RDI,2011,0,0.0
Finland,RDI,2012,0,0.0
Finland,RDI,2013,0,0.0
Finland,RDI,2014,0,0.0
Finland,RDI,2015,0,0.0
Finland,RDI,2016,0,0.0
Finland,RDI,2017,0,0.0
Finland,RDI,2018,0,0.0
Finland,RDI,2019,0,0.0
Finland,RDI,2020,0,0.0
Finland,RDI,2021,0,0.0
Finland,Recreation and Culture,1990,0,0.0
Finland,Recreation and Culture,1991,0,0.0
Finland,Recreation and Culture,1992,0,0.0
Finland,Recreation and Culture,1993,0,0.0
Finland,Recreation and Culture,1994,0,0.0
Finland,Recreation and Culture,1995,0,0.0
Finland,Recreation and Culture,1996,0,0.0
Finland,Recreation and Culture,1997,0,0.0
Finland,Recreation and Culture,1998,0,0.0
Finland,Recreation and Culture,1999,0,0.0
Finland,Recreation and Culture,2000,0,0.0
Finland,Recreation and Culture,2001,0,0.0
Finland,Recreation and Culture,2002,0,0.0
Finland,Recreation and Culture,2003,0,0.0
Finland,Recreation and Culture,2004,0,0.0
Finland,Recreation and Culture,2005,0,0.0
Finland,Recreation and Culture,2006,0,0.0
Finland,Recreation and Culture,2007,0,0.0
Finland,Recreation and Culture,2008,0,0.0
Finland,Recreation and Culture,2009,0,0.0
Finland,Recreation and Culture,2010,0,0.0
Finland,Recreation and Culture,2011,0,0.0
Finland,Recreation and Culture,2012,0,0.0
Finland,Recreation and Culture,2013,0,0.0
Finland,Recreation and Culture,2014,0,0.0
Finland,Recreation and Culture,2015,0,0.0
Finland,Recreation and Culture,2016,0,0.0
Finland,Recreation and Culture,2017,0,0.0
Finland,Recreation and Culture,2018,0,0.0
Finland,Recreation and Culture,2019,0,0.0
Finland,Recreation and Culture,2020,0,0.0
Finland,Recreation and Culture,2021,0,0.0
Finland,Telcos,1990,0,0.0
Finland,Telcos,1991,0,0.0
Finland,Telcos,1992,0,0.0
Finland,Telcos,1993,0,0.0
Finland,Telcos,1994,0,0.0
Finland,Telcos,1995,0,0.0
Finland,Telcos,1996,0,0.0
Finland,Telcos,1997,0,0.0
Finland,Telcos,1998,0,0.0
Finland,Telcos,1999,0,0.0
Finland,Telcos,2000,0,0.0
Finland,Telcos,2001,0,0.0
Finland,Telcos,2002,0,0.0
Finland,Telcos,2003,0,0.0
Finland,Telcos,2004,0,0.0
Finland,Telcos,2005,0,0.0
Finland,Telcos,2006,0,0.0
Finland,Telcos,2007,0,0.0
Finland,Telcos,2008,0,0.0
Finland,Telcos,2009,0,0.0
